ID,Source,Source Approach,Source Type,Clause,Class,Datapoint,Aligned Datapoint,Impact Category,Impact Subcategory,Applies To,Asset,Asset Level,Datapoint Type,Requirement Type,Generally Needed,Impact Type,Indicator,Information Container,Asset Type,
1906,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,complies with the do no significant harm technical screening criteria ,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,"‘adaptation solution’ implemented complies with the do no significant harm technical screening criteria, where specified",,Building,Binary,Compliance,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1907,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,"Installation,   maintenance   or  repair ",Energy Efficiency,Climate Health,Energy,"works include installation, maintenance or repair of charging station for electric vehicles",,Building,Binary,Evidence,-,,Carbon footprint,Tender Specification/ Drawing,,
1908,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,implemented physical and non-\nphysical solutions (‘adaptation solutions’) ,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,implemented physical and non-physical solutions (‘adaptation solutions’) ,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1909,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,substantially\nreduce the most important physical climate risks ,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solutions’ substantially reduce physical climate risks ,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1910,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,physical climate risks that are material to the activity have been identified ,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,physical climate risks that are material to the project are identified ,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1911,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,climate projections and assessment of impacts are based on\nbest practice and available guidance ,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,climate projections and assessment of impacts are based on best practice and available guidance ,,Building,Binary,Verification,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1912,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,"affect the adaptation efforts or the level of resilience to physical climate risks of other people,",Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solutions’ implemented affect adaptation efforts or level of resilience to physical climate risks of other people,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1913,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,"of\nnature,",Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solutions’ implemented affect adaptation efforts or level of resilience to physical climate risks of nature,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1914,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,"of cultural heritage,",Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solutions’ implemented affect adaptation efforts or level of resilience to physical climate risks of cultural heritage,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1915,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,of assets ,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solutions’ implemented affect adaptation efforts or level of resilience to physical climate risks of assets,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1916,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,of other economic activities;,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solutions’ implemented affect adaptation efforts or level of resilience to physical climate risks of other economic activities,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1917,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,favour nature-based solutions or rely on blue or green infrastructure to the extent possible;,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solutions’ implemented favour nature-based solutions,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1917,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,favour nature-based solutions or rely on blue or green infrastructure to the extent possible;,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solutions’ implemented rely on blue or green infrastructure to the extent possible,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1918,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,"consistent with local, sectoral, regional or national adaptation plans and strategies;",Climate Change Adaptation,Climate Health,Climate Resilience Strategies,"‘adaptation solutions’ implemented are consistent with local, sectoral, regional or national adaptation plans and strategies",,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1919,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,monitored and measured against pre-defined indicators\,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solutions’ implemented are monitored and measured against pre-defined indicators ,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1920,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,remedial action is considered where those indicators are not met;,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,remedial action is considered where indicators are not met,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1921,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,where the solution implemented is physical ,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solution’ implemented is physical,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1922,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,"consists in an activity for which technical screening criteria have been specified,",Climate Change Adaptation,Climate Health,Climate Resilience Strategies,‘adaptation solution’ implemented consists in an activity for which technical screening criteria have been specified,,Building,Binary,Evidence,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1923,ASEAN,Top-down,Regulation,ASEAN_Appendix_B,Data point,complies with the do no significant harm technical screening criteria ,Climate Change Adaptation,Climate Health,Climate Resilience Strategies,"‘adaptation solution’ implemented complies with the do no significant harm technical screening criteria, where specified",,Building,Binary,Compliance,-,,Physical Climate Risk,"Climate Risk and 
Vulnerability Assessment",,
1924,WELL,Top-down,Certificate,WELL_Material 2,Data point,Site was used for or affected by past or present  industrialactivities,Soil contamination,Asset Integrity,,Site was used for or affected by past or present  industrialactivities,,Site,Binary,Representation,-,,Site Characteristics,Survey/ Investigation ,,
1925,WELL,Top-down,Certificate,WELL_Material 2,Data point,Site is assessed for potentialcontamination in soilor underground water,Soil contamination,Human Health,,Site is assessed for potentialcontamination in soilor underground water,,Site,Binary,Evidence,-,,Safety,Survey/ Investigation ,,
1926,WELL,Top-down,Certificate,WELL_Material 2,Data point,using one of the following,-,Asset Integrity,,-,-,Building,-,-,-,,-,-,,
1927,WELL,Top-down,Certificate,WELL_Material 2,Data point,Local applicable regulation for environmental site assessments,Soil contamination,Human Health,,assessed using local applicable regulation for environmental site assessments,,Site,Binary,Compliance,-,,Safety,Survey/ Investigation ,,
1928,WELL,Top-down,Certificate,WELL_Material 2,Data point,Guidelines provided in the standard ASTM E1527-05,Soil contamination,Human Health,,assessed using guidelines provided in the standard ASTM E1527-05,,Site,Binary,Compliance,-,,Safety,Survey/ Investigation ,,
1929,WELL,Top-down,Certificate,WELL_Material 2,Data point,site  investigation establishes the  potential presence of contaminants,Soil contamination,Human Health,,potential presence of contaminants established,,Site,Binary,Evidence,-,,Safety,Survey/ Investigation ,,
1930,WELL,Top-down,Certificate,WELL_Material 2,Data point,implements a sampling strategy to quantify contamination and  determine  remediation needs,Soil contamination,Human Health,,sampling strategy implemented to quantify contamination and  determine  remediation needs,,Site,Binary,Evidence,-,,Safety,Method Statement,,
1931,WELL,Top-down,Certificate,WELL_Material 2,Data point,remediation is required,Soil contamination,Human Health,,remediation required,,Site,Binary,Evidence,-,,Safety,Method Statement,,
1932,WELL,Top-down,Certificate,WELL_Material 2,Data point,"implements a sustainable remediation plan before, during  and  after construction that  integrates the following",Soil contamination,Human Health,,"remediation plan implemented before, during  and  after construction that  integrates the following",,Site,Binary,Evidence,-,,Safety,Method Statement,,
1933,WELL,Top-down,Certificate,WELL_Material 2,Data point,(risk assessment/risk-benefit analysis,Soil contamination,Human Health,,remediation plan includes risk assessment/risk-benefit analysis,,Site,Binary,Evidence,-,,Safety,Method Statement,,
1934,WELL,Top-down,Certificate,WELL_Material 2,Data point,appraisal of remediation options,Soil contamination,Human Health,,remediation plan includes appraisal of remediation options,,Site,Binary,Evidence,-,,Safety,Method Statement,,
1935,WELL,Top-down,Certificate,WELL_Material 2,Data point,tiered  approach to assessment,Soil contamination,Human Health,,remediation plan includes tiered  approach to assessment,,Site,Binary,Evidence,-,,Safety,Method Statement,,
1936,WELL,Top-down,Certificate,WELL_Material 2,Data point,Safe working practices for workers,Soil contamination,Human Health,,remediation plan includes safe working practices for workers,,Site,Binary,Evidence,-,,Safety,Method Statement,,
1937,WELL,Top-down,Certificate,WELL_Material 2,Data point,Record  keeping of decision-making and  assessment,Soil contamination,Human Health,,remediation plan includes record  keeping of decision-making and  assessment,,Site,Binary,Evidence,-,,Safety,Method Statement,,
1938,WELL,Top-down,Certificate,WELL_Material 2,Data point,Protocol for engaging stakeholders,Soil contamination,Human Health,,remediation plan includes protocol for engaging stakeholders,,Site,Binary,Evidence,-,,Safety,Method Statement,,
1939,WELL,Top-down,Certificate,WELL_Material 2,Data point,"At least 50% by cost  of newly installed furniture, millwork and fixtures",Element Cost,Human Health,,"new furniture, millwork and fixtures",,Element,Quantitative,Representation,,,Safety,Product Specification/ Letter of Assurance,,
1939,WELL,Top-down,Certificate,WELL_Material 2,Data point,"At least 50% by cost  of newly installed furniture, millwork and fixtures",Element Cost,Human Health,,"new furniture, millwork and fixtures that are below thresholds for the following compounds and chemical classes",,Element,Quantitative,Evidence,,,Safety,Product Specification/ Letter of Assurance,,
1939,WELL,Top-down,Certificate,WELL_Material 2,Data point,"At least 50% by cost  of newly installed furniture, millwork and fixtures",Product Specification,Human Health,,"? 50% by cost of new furniture, millwork and fixtures are below thresholds for the following compounds and chemical classes",,Building,Binary,Evidence,-,,Safety,Product Specification/ Letter of Assurance,,
1940,WELL,Top-down,Certificate,WELL_Material 2,Data point,(minimum 10 distinct products,Substance of Concern Maximum Concentration,Human Health,,? 10 distinct products in category are below thresholds for the following compounds and chemical classes,,Building,Binary,Evidence,-,,Safety,Product Specification/ Letter of Assurance,,
1941,WELL,Top-down,Certificate,WELL_Material 2,Data point,meet one of the following,-,Asset Integrity,,-,-,Building,-,-,-,,-,-,,
1942,WELL,Top-down,Certificate,WELL_Material 2,Data point,0% by cost,Product Specification,Human Health,,"% by cost of new furniture, millwork and fixtures are below thresholds for the following compounds and chemical classes",,Building,Quantitative,Evidence,-,,Safety,Product Specification/ Letter of Assurance,,
